"","ga_pais","ga_estado","ga_cidade","player","device","canal","programa","qualidade","mes"
"920504","Brazil","State of Bahia","Itaberaba","desktop","desktop","GloboNews OTT","GloboNews Ao Vivo",346000,202012
"920514","Brazil","State of Rio Grande do Norte","Natal","desktop","desktop","Globoplay OTT","The Librarians",4787000,202012
"920522","Brazil","State of Rio Grande do Sul","Porto Alegre","desktop","desktop","Globoplay OTT","FBI",884000,202012
"920532","Brazil","State of Sao Paulo","Sao Paulo","desktop","desktop","Rede Globo","Sinta-se em Casa",3473000,202012
"920569","Brazil","State of Rio de Janeiro","Rio de Janeiro","desktop","desktop","Rede Globo","Tieta",2218000,202012
"920588","Brazil","State of Sao Paulo","Santo Andre","desktop","desktop","Globoplay OTT","The Originals",3165000,202012
"920605","Brazil","State of Rio de Janeiro","Rio de Janeiro","desktop","desktop","Globoplay OTT","The Walking Dead",3161000,202012
"920624","Brazil","State of Rio Grande do Sul","Porto Alegre","desktop","desktop","Rede Globo","Órfãos da Terra",807000,202012
"920634","Brazil","State of Espirito Santo","Vitoria","desktop","desktop","Globoplay OTT","Programas Institucionais",5137000,202012
"920638","Brazil","State of Sao Paulo","Jau","desktop","desktop","Rede Globo","As Five",5004000,202012
"920708","Brazil","State of Sao Paulo","Sao Paulo","desktop","desktop","Globoplay OTT","Prison Break: Em Busca da Verdade",4916001,202012
"920737","Brazil","State of Parana","Curitiba","desktop","desktop","Globoplay OTT","Seal Team - Soldados de Elite",4787000,202012
"920740","Brazil","State of Maranhao","Paco do Lumiar","desktop","desktop","Rede Globo","Fantástico",1195000,202012
"920746","Brazil","State of Rio de Janeiro","Petropolis","desktop","desktop","Globoplay OTT","Manifest - O Mistério do Voo 828",756000,202012
"920755","Brazil","State of Amapa","Santana","desktop","desktop","Globoplay OTT","Hospital New Amsterdam",2087000,202012
"920771","Brazil","State of Santa Catarina","Florianopolis","desktop","desktop","Globoplay OTT","Modern Family",756003,202012
"920882","Brazil","State of Minas Gerais","Belo Horizonte","desktop","desktop","Globoplay OTT","Modern Family",4788001,202012
"920888","Brazil","State of Sao Paulo","Piracicaba","desktop","desktop","Globoplay OTT","Hospital New Amsterdam",4782001,202012
"920897","Brazil","State of Goias","Goiania","desktop","desktop","Rede Globo","A Força do Querer",5082000,202012
"920898","Brazil","State of Sao Paulo","Ribeirao Preto","desktop","desktop","Globoplay OTT","Bates Motel",3293000,202012
"920941","Brazil","State of Santa Catarina","Palhoca","desktop","desktop","Globoplay OTT","Dawson's Creek",4787000,202012
"921010","Brazil","State of Pernambuco","Recife","desktop","desktop","Multishow OTT","Xilindró",3356000,202012
"921037","Brazil","State of Minas Gerais","Belo Horizonte","desktop","desktop","Globoplay OTT","Tim Maia - Vale o Que Vier",5077000,202012
"921084","Brazil","State of Minas Gerais","Uberlandia","desktop","desktop","Globoplay OTT","O Mentalista",2217001,202012
"921092","Brazil","State of Sao Paulo","Martinopolis","desktop","desktop","Rede Globo","Fantástico",809000,202012
"921098","Brazil","State of Rio de Janeiro","Nova Iguacu","desktop","desktop","Globoplay OTT","Pessoa de Interesse",4916001,202012
"921107","Brazil","State of Amazonas","Manaus","desktop","desktop","Rede Globo","O Outro Lado do Paraíso",1429000,202012
"921120","Brazil","Federal District","Brasilia","desktop","desktop","Globoplay OTT","Hospital New Amsterdam",4781001,202012
"921141","Brazil","State of Minas Gerais","Belo Horizonte","desktop","desktop","Rede Globo","Jornal Nacional",1193000,202012
"921164","Brazil","Federal District","Brasilia","desktop","desktop","GNT OTT","Que história é essa, Porchat?",5077000,202012
"921173","Brazil","State of Sao Paulo","Santo Andre","desktop","desktop","Globoplay OTT","Homeland",4783000,202012
"921206","Brazil","State of Minas Gerais","Sete Lagoas","desktop","desktop","Globoplay OTT","Todo Mundo Odeia o Chris",1221001,202012
"921251","Brazil","State of Rio de Janeiro","Rio de Janeiro","desktop","desktop","Globoplay OTT","Sessão de Terapia",3352000,202012
"921270","Brazil","State of Pernambuco","Cabo de Santo Agostinho","desktop","desktop","Rede Globo","Toma Lá Dá Cá",1192000,202012
"921292","Brazil","State of Sao Paulo","Lencois Paulista","desktop","desktop","Globoplay OTT","Duas Garotas em Apuros",4787000,202012
"921303","Brazil","State of Rio de Janeiro","Sao Pedro da Aldeia","desktop","desktop","Gloob OTT","Esquadrão Bizarro",5203000,202012
"921348","Brazil","State of Rio de Janeiro","Rio de Janeiro","desktop","desktop","Rede Globo","Os Dias Eram Assim",1092000,202012
"921352","Brazil","State of Parana","Cornelio Procopio","desktop","desktop","GloboNews OTT","GloboNews Ao Vivo",4783000,202012
"921356","Brazil","State of Pernambuco","(not set)","desktop","desktop","Rede Globo","Globoplay Ao Vivo",176000,202012
"921362","Brazil","State of Rio de Janeiro","Niteroi","desktop","desktop","Globoplay OTT","Hospital New Amsterdam",3164000,202012
"921395","Brazil","State of Sao Paulo","Sao Paulo","desktop","desktop","Globoplay OTT","The Magicians – Escola de Magia",4786000,202012
"921396","Brazil","State of Sao Paulo","Monte Mor","desktop","desktop","Rede Globo","Globoplay Ao Vivo",2359000,202012
"921399","Brazil","State of Rio de Janeiro","Rio de Janeiro","desktop","desktop","Rede Globo","Bom Dia Brasil",2249000,202012
"921423","Brazil","Federal District","Brasilia","desktop","desktop","Rede Globo","Da Cor do Pecado",930000,202012
"921466","Brazil","State of Rio de Janeiro","Rio de Janeiro","desktop","desktop","Globoplay OTT","Pretty Little Liars: The Perfectionists",1221000,202012
"921468","Brazil","State of Rio de Janeiro","Rio de Janeiro","desktop","desktop","Globoplay OTT","Modern Family",3165001,202012
"921482","Brazil","State of Rio de Janeiro","Itaperuna","desktop","desktop","Rede Globo","As Five",346000,202012
"921485","Brazil","State of Parana","Curitiba","desktop","desktop","Globoplay OTT","Chicago Fire",4779000,202012
"921521","Brazil","State of Ceara","Fortaleza","desktop","desktop","Globoplay OTT","The Office",4780000,202012
"921532","Brazil","State of Minas Gerais","Alem Paraiba","desktop","desktop","Globoplay OTT","Pessoa de Interesse",4787001,202012
"921559","Brazil","State of Sao Paulo","Sao Paulo","desktop","desktop","Rede Globo","Cinema",3244000,202012
"921589","Brazil","State of Maranhao","Sao Luis","desktop","desktop","Viva OTT","Escolinha do Professor Raimundo",1192000,202012
"921643","Brazil","State of Rio de Janeiro","Rio de Janeiro","desktop","desktop","Viva OTT","VIVA Ao Vivo",3189000,202012
"921683","Brazil","State of Parana","Curitiba","desktop","desktop","Rede Globo","Celebridade",3352000,202012
"921692","Brazil","State of Minas Gerais","(not set)","desktop","desktop","Globoplay OTT","The Handmaid's Tale - O Conto da Aia",4784000,202012
"921693","Brazil","State of Sao Paulo","Sao Jose dos Campos","desktop","desktop","Globoplay OTT","Hospital New Amsterdam",4783000,202012
"921704","Brazil","State of Rio Grande do Norte","Natal","desktop","desktop","Globoplay OTT","Modern Family",2088002,202012
"921749","Brazil","State of Pernambuco","Sao Lourenco da Mata","desktop","desktop","Rede Globo","Globoplay Ao Vivo",1049000,202012
"921770","Brazil","State of Mato Grosso","Varzea Grande","desktop","desktop","Futura OTT","Futura Ao Vivo",346000,202012
"921776","Brazil","State of Sao Paulo","Santo Andre","desktop","desktop","Globoplay OTT","Pretty Little Liars: The Perfectionists",2090000,202012
"921783","Brazil","State of Espirito Santo","Marataizes","desktop","desktop","Rede Globo","As Five",5002000,202012
"921798","Brazil","State of Parana","Curitiba","desktop","desktop","Rede Globo","Laços de Família",2189000,202012
"921819","Brazil","State of Sao Paulo","Sao Bernardo do Campo","desktop","desktop","Globoplay OTT","H2O Meninas Sereias",4790001,202012
"921831","Brazil","State of Sao Paulo","Ribeirao Preto","desktop","desktop","Globoplay OTT","Hospital New Amsterdam",3163001,202012
"921997","Brazil","State of Goias","Goiania","desktop","desktop","Rede Globo","As Five",3239000,202012
"922037","Brazil","State of Sao Paulo","Sao Paulo","desktop","desktop","Globoplay OTT","Doctor Who",1221000,202012
"922212","Brazil","State of Parana","Curitiba","desktop","desktop","Rede Globo","Bom Dia Brasil",1207000,202012
"922238","Brazil","State of Sao Paulo","Sao Paulo","desktop","desktop","Rede Globo","As Five",4954000,202012
"922310","Brazil","State of Sao Paulo","Votorantim","desktop","desktop","Globoplay OTT","Grey's Anatomy",1221000,202012
"922383","Brazil","State of Sao Paulo","Sao Paulo","desktop","desktop","Globoplay OTT","Hospital New Amsterdam",4780000,202012
"922384","Brazil","State of Sao Paulo","Sao Paulo","desktop","desktop","Globoplay OTT","Hospital New Amsterdam",3165000,202012
"922387","Brazil","Federal District","Brasilia","desktop","desktop","Rede Globo","Malhação - Viva a Diferença",2352000,202012
"922395","Brazil","State of Sao Paulo","Sao Paulo","desktop","desktop","Globoplay OTT","Hospital New Amsterdam",3162000,202012
"922396","Brazil","State of Sao Paulo","Sao Paulo","desktop","desktop","Rede Globo","Sterblitch não tem um Talk Show: O Talk Show",2217000,202012
"922439","Brazil","Federal District","Brasilia","desktop","desktop","Rede Globo","Flor do Caribe - Edição Especial",3479000,202012
"922468","Brazil","State of Sao Paulo","Sao Paulo","desktop","desktop","Rede Globo","A Força do Querer",1191000,202012
"922469","Brazil","State of Sao Paulo","Sao Paulo","desktop","desktop","Rede Globo","A Força do Querer",2274000,202012
"922512","Brazil","State of Rio de Janeiro","Rio de Janeiro","desktop","desktop","Globoplay OTT","Hospital New Amsterdam",2088000,202012
"922563","Brazil","State of Sao Paulo","Bady Bassitt","desktop","desktop","Globoplay OTT","The Big Bang Theory",1221002,202012
"922590","Brazil","State of Sao Paulo","Sao Vicente","desktop","desktop","Megapix OTT","Megapix Ao Vivo",3538000,202012
"922662","Brazil","State of Bahia","Salvador","desktop","desktop","Rede Globo","A Força do Querer",5216000,202012
"922663","Brazil","State of Bahia","Salvador","desktop","desktop","Rede Globo","Flor do Caribe",2217000,202012
"922667","Brazil","State of Rio Grande do Sul","Porto Alegre","desktop","desktop","Rede Globo","Cinema",742000,202012
"922669","Brazil","State of Rio de Janeiro","Duque de Caxias","desktop","desktop","Rede Globo","Os Dias Eram Assim",3491000,202012
"922672","Brazil","State of Pernambuco","Recife","desktop","desktop","Globoplay OTT","Hospital New Amsterdam",2087000,202012
"922715","Brazil","State of Sao Paulo","Cajamar","desktop","desktop","Gloob OTT","Gloob Ao Vivo",4783000,202012
"922744","Brazil","State of Mato Grosso do Sul","(not set)","desktop","desktop","Rede Globo","A Diarista",1438000,202012
"922764","Brazil","State of Rio de Janeiro","Rio de Janeiro","desktop","desktop","Rede Globo","Cinema",1349000,202012
"922796","Brazil","State of Sao Paulo","Sao Jose dos Campos","desktop","desktop","Globoplay OTT","One Tree Hill: Lances da Vida",4917001,202012
"922814","Brazil","State of Sao Paulo","Sao Paulo","desktop","desktop","Globoplay OTT","Supernatural",4786001,202012
"922832","Brazil","State of Rio Grande do Sul","Porto Alegre","desktop","desktop","Globoplay OTT","FBI",1348000,202012
"922871","Brazil","State of Santa Catarina","Florianopolis","desktop","desktop","Rede Globo","Cinema",3120000,202012
"922944","Brazil","Federal District","Brasilia","desktop","desktop","GNT OTT","GNT Ao Vivo",346000,202012
"923028","Brazil","State of Sao Paulo","Sao Paulo","desktop","desktop","Globoplay OTT","Prison Break: Em Busca da Verdade",884000,202012
"923075","Brazil","State of Pernambuco","Vitoria de Santo Antao","desktop","desktop","Globoplay OTT","Elementary",4787000,202012
"923095","Brazil","State of Santa Catarina","Joacaba","desktop","desktop","Globoplay OTT","Dexter",4788000,202012
"923116","Brazil","State of Sao Paulo","Sao Paulo","desktop","desktop","Globoplay OTT","Todo Mundo Odeia o Chris",2040588,202012
"923140","Brazil","State of Minas Gerais","Belo Horizonte","desktop","desktop","Globoplay OTT","Prison Break: Em Busca da Verdade",2217001,202012
"923162","Brazil","State of Espirito Santo","Serra","desktop","desktop","Rede Globo","Globoplay Ao Vivo",176000,202012
"923178","Brazil","State of Goias","(not set)","desktop","desktop","Rede Globo","A Força do Querer - Edição Especial",2260000,202012
"923195","Brazil","State of Sao Paulo","Piracicaba","desktop","desktop","Globoplay OTT","Hospital New Amsterdam",2089000,202012
"923206","Brazil","State of Goias","Goiania","desktop","desktop","Rede Globo","A Força do Querer",5202000,202012
"923209","Brazil","State of Sao Paulo","Campinas","desktop","desktop","Globoplay OTT","The Vampire Diaries",3165001,202012
"923211","Brazil","State of Rio de Janeiro","Rio das Ostras","desktop","desktop","Globoplay OTT","Hospital New Amsterdam",2086000,202012
"923236","Brazil","State of Minas Gerais","Sabara","desktop","desktop","Rede Globo","Mais Você",3503000,202012
"923248","Brazil","State of Minas Gerais","Belo Horizonte","desktop","desktop","Rede Globo","Órfãos da Terra",3545000,202012
"923252","Brazil","State of Santa Catarina","Palhoca","desktop","desktop","Globoplay OTT","Dawson's Creek",1220000,202012
"923275","Brazil","State of Sao Paulo","Atibaia","desktop","desktop","Globoplay OTT","Programas Institucionais",934000,202012
"923303","Brazil","Federal District","Brasilia","desktop","desktop","Globoplay OTT","Duas Garotas em Apuros",3165002,202012
"923315","Brazil","State of Rio de Janeiro","Marica","desktop","desktop","Globoplay OTT","Madam Secretary",1222000,202012
"923325","Brazil","State of Rio de Janeiro","Rio de Janeiro","desktop","desktop","Rede Globo","Pequenas Empresas & Grandes Negócios",1209000,202012
"923364","Brazil","State of Rio de Janeiro","Rio de Janeiro","desktop","desktop","Rede Globo","The Voice Brasil",3492000,202012
"923383","Brazil","State of Bahia","Salvador","desktop","desktop","Rede Globo","Laços de Família – Vale a Pena Ver de Novo",1452000,202012
"923395","Brazil","Federal District","Brasilia","desktop","desktop","Globoplay OTT","Hospital New Amsterdam",4785000,202012
"923406","Brazil","State of Minas Gerais","Belo Horizonte","desktop","desktop","GloboNews OTT","GloboNews Ao Vivo",4783000,202012
"923408","Brazil","State of Minas Gerais","Belo Horizonte","desktop","desktop","Globoplay OTT","FBI",3291000,202012
"923416","Brazil","State of Rio Grande do Sul","Novo Hamburgo","desktop","desktop","Rede Globo","Laços de Família",2215000,202012
"923474","Brazil","State of Rio de Janeiro","Niteroi","desktop","desktop","Rede Globo","Kubanacan",3494000,202012
"923503","Brazil","State of Minas Gerais","Sete Lagoas","desktop","desktop","SporTV OTT","SporTV Ao Vivo",346000,202012
"923511","Brazil","State of Goias","Goiania","desktop","desktop","Rede Globo","Desalma",780000,202012
"923521","Brazil","State of Sao Paulo","Salto","desktop","desktop","Rede Globo","The Voice Brasil",2218000,202012
"923541","Brazil","State of Sao Paulo","Marilia","desktop","desktop","Rede Globo","Globoplay Ao Vivo",886000,202012
"923563","Brazil","State of Rio Grande do Sul","(not set)","desktop","desktop","Rede Globo","Malhação - Viva a Diferença",3499000,202012
"923599","Brazil","State of Sao Paulo","Sao Paulo","desktop","desktop","Rede Globo","Jornal Nacional",2214000,202012
"923605","Brazil","State of Sao Paulo","Sao Paulo","desktop","desktop","Globoplay OTT","The Office",4780000,202012
"923612","Brazil","State of Sao Paulo","Sao Paulo","desktop","desktop","Rede Globo","I Love Paraisópolis",2217000,202012
"923621","Brazil","State of Sao Paulo","Sao Paulo","desktop","desktop","Globoplay OTT","Modern Family",4794002,202012
"923735","Brazil","State of Bahia","Dias d'Avila","desktop","desktop","Rede Globo","Globoplay Ao Vivo",655000,202012
"923751","Brazil","State of Sao Paulo","Itapecerica da Serra","desktop","desktop","Rede Globo","Vale Tudo",2218000,202012
"923761","Brazil","State of Sao Paulo","Sao Paulo","desktop","desktop","Globoplay OTT","O Chefe da Casa",4785000,202012
"923848","Brazil","State of Santa Catarina","(not set)","desktop","desktop","Globoplay OTT","House",4787000,202012
"923891","Brazil","State of Sao Paulo","Sao Paulo","desktop","desktop","Globoplay OTT","Bob Zoom",2205000,202012
"923907","Brazil","State of Sao Paulo","Sao Paulo","desktop","desktop","Rede Globo","Cinema",2088000,202012
"923913","Brazil","State of Sao Paulo","Tiete","desktop","desktop","Globoplay OTT","Timeless: Guardiões da História",4909000,202012
"923922","Brazil","State of Sao Paulo","Santos","desktop","desktop","Rede Globo","Belíssima",3488000,202012
"923926","Brazil","State of Espirito Santo","Vitoria","desktop","desktop","Rede Globo","Premiere no Globoplay",4783000,202012
"923939","Brazil","State of Rio de Janeiro","Rio de Janeiro","desktop","desktop","Globoplay OTT","Olivia",1221004,202012
"923941","Brazil","State of Sao Paulo","Sertaozinho","desktop","desktop","Globoplay OTT","Feras",2089001,202012
"923951","Brazil","State of Sao Paulo","Taboao da Serra","desktop","desktop","Globoplay OTT","Pessoa de Interesse",4789000,202012
"923963","Brazil","State of Mato Grosso do Sul","Campo Grande","desktop","desktop","Globoplay OTT","The Big Bang Theory",2087001,202012
"923972","Brazil","State of Sao Paulo","Americana","desktop","desktop","Rede Globo","O Rei do Gado",927000,202012
"924019","Brazil","State of Rio de Janeiro","Rio de Janeiro","desktop","desktop","Globoplay OTT","Me Chama de Bruna",4783001,202012
"924048","Brazil","State of Maranhao","Sao Luis","desktop","desktop","Globoplay OTT","Bates Motel",4915001,202012
"924055","Brazil","State of Bahia","Porto Seguro","desktop","desktop","Rede Globo","The Voice Brasil",1423000,202012
"924090","Brazil","State of Rio de Janeiro","Rio de Janeiro","desktop","desktop","Globoplay OTT","Sessão de Terapia",5066000,202012
"924115","Brazil","State of Rio Grande do Sul","Canoas","desktop","desktop","Globoplay OTT","Cercados",5075000,202012
"924119","Brazil","State of Parana","Curitiba","desktop","desktop","Rede Globo","Todas as Mulheres do Mundo",5278000,202012
"924148","Brazil","State of Sao Paulo","Sao Bernardo do Campo","desktop","desktop","Globoplay OTT","H2O Meninas Sereias",3165000,202012
"924157","Brazil","State of Rio Grande do Sul","Porto Alegre","desktop","desktop","Globoplay OTT","Fronteiras",1349000,202012
"924158","Brazil","State of Rio de Janeiro","Rio de Janeiro","desktop","desktop","Rede Globo","Desalma",1252000,202012
"924176","Brazil","State of Sao Paulo","Sao Paulo","desktop","desktop","Rede Globo","Amor de Mãe",3361000,202012
"924219","Brazil","State of Sao Paulo","Sao Paulo","desktop","desktop","Rede Globo","Cinema",2003000,202012
"924406","Brazil","State of Goias","Valparaiso de Goias","desktop","desktop","Globoplay OTT","The Big Bang Theory",2089001,202012
"924451","Brazil","State of Rio Grande do Sul","Porto Alegre","desktop","desktop","SporTV OTT","SporTV Ao Vivo",4783000,202012
"924483","Brazil","State of Minas Gerais","Contagem","desktop","desktop","Rede Globo","Desalma",4920000,202012
"924490","Brazil","State of Rio de Janeiro","Rio de Janeiro","desktop","desktop","Rede Globo","Amor à Vida",771000,202012
"924499","Brazil","State of Rio de Janeiro","Rio de Janeiro","desktop","desktop","Rede Globo","Cinema",2087000,202012
"924515","Brazil","State of Sao Paulo","Campinas","desktop","desktop","Rede Globo","Todas as Mulheres do Mundo",3496000,202012
"924536","Brazil","State of Minas Gerais","Ibirite","desktop","desktop","Rede Globo","The Voice Brasil",1196000,202012
"924547","Brazil","State of Goias","Goiania","desktop","desktop","Rede Globo","Fera Radical",2216000,202012
"924578","Brazil","State of Bahia","Salvador","desktop","desktop","Rede Globo","Terra Nostra",2216000,202012
"924590","Brazil","State of Rio Grande do Sul","Novo Hamburgo","desktop","desktop","Globoplay OTT","Casual",4783000,202012
"924705","Brazil","State of Sao Paulo","Guarulhos","desktop","desktop","Globoplay OTT","Hospital New Amsterdam",1221001,202012
"924810","Brazil","Federal District","Brasilia","desktop","desktop","Globoplay OTT","Homeland",4786000,202012
"924829","Brazil","State of Alagoas","Maceio","desktop","desktop","SporTV OTT","SporTV Ao Vivo",2126000,202012
"924942","Brazil","State of Piaui","(not set)","desktop","desktop","Globoplay OTT","The Big Bang Theory",1221000,202012
"924956","Brazil","State of Pernambuco","Recife","desktop","desktop","Globoplay OTT","Hospital New Amsterdam",4782000,202012
"925010","Brazil","State of Mato Grosso do Sul","(not set)","desktop","desktop","Rede Globo","Vale Tudo",1191000,202012
"925095","Brazil","State of Mato Grosso do Sul","Campo Grande","desktop","desktop","Rede Globo","A Força do Querer",5081000,202012
"925117","Brazil","State of Bahia","Salvador","desktop","desktop","Globoplay OTT","One Tree Hill: Lances da Vida",4915000,202012
"925118","Brazil","State of Bahia","Salvador","desktop","desktop","Globoplay OTT","One Tree Hill: Lances da Vida",2217000,202012
"925166","Brazil","State of Parana","Curitiba","desktop","desktop","TV Mirante","Repórter Mirante",2216000,202012
"925188","Brazil","State of Minas Gerais","Santa Luzia","desktop","desktop","Globoplay OTT","Charmed - Nova Geração",2216001,202012
"925200","Brazil","State of Sao Paulo","Bertioga","desktop","desktop","Globoplay OTT","Hospital New Amsterdam",4783000,202012
"925201","Brazil","State of Sao Paulo","Bertioga","desktop","desktop","Globoplay OTT","Hospital New Amsterdam",4785000,202012
"925210","Brazil","Federal District","Brasilia","desktop","desktop","SporTV OTT","SporTV Ao Vivo",346000,202012
"925212","Brazil","State of Mato Grosso do Sul","Campo Grande","desktop","desktop","TV Morena","MSTV 2ª Edição - Campo Grande",2216000,202012
"925238","Brazil","State of Minas Gerais","Caete","desktop","desktop","Rede Globo","Globoplay Ao Vivo",176000,202012
"925249","Brazil","State of Santa Catarina","Florianopolis","desktop","desktop","Rede Globo","Cinema",2088000,202012
"925273","Brazil","State of Rio Grande do Sul","Viamao","desktop","desktop","Rede Globo","Globoplay Ao Vivo",3189000,202012
"925276","Brazil","State of Goias","Valparaiso de Goias","desktop","desktop","Rede Globo","Globoplay Ao Vivo",1417000,202012
"925291","Brazil","State of Sao Paulo","Sao Paulo","desktop","desktop","Globoplay OTT","Prison Break: Em Busca da Verdade",1350001,202012
"925319","Brazil","State of Minas Gerais","Lavras","desktop","desktop","Globoplay OTT","Hospital New Amsterdam",2087000,202012
"925325","Brazil","State of Rio de Janeiro","Petropolis","desktop","desktop","Globoplay OTT","A Verdade Sobre o Caso Harry Quebert",2215000,202012
"925378","Brazil","State of Minas Gerais","Belo Horizonte","desktop","desktop","Globoplay OTT","Supernatural",4786001,202012
"925394","Brazil","State of Sao Paulo","Sao Paulo","desktop","desktop","Globoplay OTT","Hospital New Amsterdam",4779000,202012
"925409","Brazil","State of Minas Gerais","Belo Horizonte","desktop","desktop","Globoplay OTT","Prison Break: Em Busca da Verdade",4917000,202012
"925414","Brazil","State of Sao Paulo","Sao Paulo","desktop","desktop","Globoplay OTT","Killing Eve - Dupla Obsessão",4912000,202012
"925415","Brazil","State of Sao Paulo","Sao Paulo","desktop","desktop","Globoplay OTT","Killing Eve - Dupla Obsessão",884000,202012
"925449","Brazil","State of Rio de Janeiro","Duque de Caxias","desktop","desktop","Globoplay OTT","Modern Family",756000,202012
"925503","Brazil","State of Minas Gerais","Ipatinga","desktop","desktop","Rede Globo","Senhora do Destino",3489000,202012
"925539","Brazil","State of Sao Paulo","Guarulhos","desktop","desktop","Rede Globo","Laços de Família – Vale a Pena Ver de Novo",1425000,202012
"925577","Brazil","State of Sao Paulo","Sao Paulo","desktop","desktop","Globoplay OTT","One Tree Hill: Lances da Vida",884000,202012
"925592","Brazil","State of Rio de Janeiro","Marica","desktop","desktop","Globoplay OTT","O Clube das Divorciadas",3166000,202012
"925593","Brazil","State of Rio de Janeiro","Marica","desktop","desktop","Globoplay OTT","O Clube das Divorciadas",4788000,202012
"925594","Brazil","State of Rio de Janeiro","Marica","desktop","desktop","Globoplay OTT","O Clube das Divorciadas",3166001,202012
"925595","Brazil","State of Rio de Janeiro","Marica","desktop","desktop","Globoplay OTT","Madam Secretary",2090000,202012
"925604","Brazil","State of Sao Paulo","Moji-Mirim","desktop","desktop","Globoplay OTT","The Vampire Diaries",2089000,202012
"925607","Brazil","State of Santa Catarina","Florianopolis","desktop","desktop","Globoplay OTT","Medium",1221000,202012
"925634","Brazil","State of Rio de Janeiro","Rio de Janeiro","desktop","desktop","Globoplay OTT","Cercados",5075000,202012
"925674","Brazil","State of Parana","Curitiba","desktop","desktop","Rede Globo","A Favorita",3505000,202012
"925708","Brazil","State of Parana","Curitiba","desktop","desktop","Rede Globo","Êta Mundo Bom!",2220000,202012
"925762","Brazil","State of Rio de Janeiro","Iguaba Grande","desktop","desktop","Globoplay OTT","The Good Doctor - O Bom Doutor",4781000,202012
"925763","Brazil","State of Rio de Janeiro","Iguaba Grande","desktop","desktop","Globoplay OTT","The Good Doctor - O Bom Doutor",3161000,202012
"925767","Brazil","State of Bahia","Salvador","desktop","desktop","Rede Globo","Flor do Caribe - Edição Especial",5202000,202012
"925799","Brazil","State of Ceara","Eusebio","desktop","desktop","Globoplay OTT","Casual",1220001,202012
"925805","Brazil","Federal District","Brasilia","desktop","desktop","Rede Globo","Kubanacan",2353000,202012
"925806","Brazil","State of Goias","Goiania","desktop","desktop","Rede Globo","Desalma",3238000,202012
"925822","Brazil","State of Rio Grande do Sul","Porto Alegre","desktop","desktop","Globoplay OTT","American Horror Story",4787000,202012
"925844","Brazil","State of Sao Paulo","Sao Paulo","desktop","desktop","Rede Globo","A Força do Querer",5199000,202012
"925856","Brazil","State of Rio de Janeiro","Sao Joao de Meriti","desktop","desktop","Globoplay OTT","Todo Mundo Odeia o Chris",1188588,202012
"925866","Brazil","State of Amazonas","Manaus","desktop","desktop","Rede Globo","Laços de Família – Vale a Pena Ver de Novo",5204000,202012
"925879","Brazil","State of Minas Gerais","Governador Valadares","desktop","desktop","Rede Globo","Segundo Sol",2360000,202012
"925888","Brazil","State of Sao Paulo","Campinas","desktop","desktop","Globoplay OTT","Hospital New Amsterdam",2085000,202012
"925900","Brazil","State of Parana","Curitiba","desktop","desktop","GloboNews OTT","GloboNews Ao Vivo",1417000,202012
"925938","Brazil","State of Rio de Janeiro","Rio de Janeiro","desktop","desktop","Rede Globo","Conversa com Bial",3517000,202012
"925947","Brazil","State of Sao Paulo","Campinas","desktop","desktop","Globoplay OTT","Hospital New Amsterdam",4785000,202012
"925964","Brazil","State of Rio de Janeiro","Rio de Janeiro","desktop","desktop","Globoplay OTT","Legacies",2216000,202012
"925974","Brazil","State of Bahia","Salvador","desktop","desktop","Globoplay OTT","FBI",2216000,202012
"925986","Brazil","State of Pernambuco","Recife","desktop","desktop","Rede Globo","Ti-ti-ti",803000,202012
"926021","Brazil","State of Rio Grande do Sul","Viamao","desktop","desktop","Globoplay OTT","Supernatural",2088001,202012
"926022","Brazil","State of Rio de Janeiro","Rio de Janeiro","desktop","desktop","Globoplay OTT","UnReal - Nos Bastidores de um Reality",757001,202012
"926064","Brazil","State of Rio Grande do Sul","Gravatai","desktop","desktop","Globoplay OTT","Me Chama de Bruna",1221000,202012
"926065","Brazil","State of Rio de Janeiro","Rio de Janeiro","desktop","desktop","Rede Globo","Laços de Família – Vale a Pena Ver de Novo",1414000,202012
"926111","Brazil","State of Sao Paulo","Sao Paulo","desktop","desktop","Rede Globo","Cinema",3292000,202012
"926122","Brazil","State of Sao Paulo","Charqueada","desktop","desktop","Rede Globo","Globoplay Ao Vivo",2359000,202012
"926152","Brazil","State of Sao Paulo","Campinas","desktop","desktop","Rede Globo","O Auto da Compadecida",4095000,202012
"926200","Brazil","State of Sao Paulo","Araraquara","desktop","desktop","Globoplay OTT","Hospital New Amsterdam",2086000,202012
"926201","Brazil","State of Sao Paulo","Araraquara","desktop","desktop","Globoplay OTT","Hospital New Amsterdam",4783000,202012
"926202","Brazil","State of Sao Paulo","Araraquara","desktop","desktop","Globoplay OTT","Hospital New Amsterdam",3163000,202012
"926261","Brazil","State of Sao Paulo","Sao Jose do Rio Preto","desktop","desktop","Rede Globo","Além do Horizonte",2218000,202012
"926284","Brazil","State of Sao Paulo","Itapetininga","desktop","desktop","Globoplay OTT","Hospital New Amsterdam",4785000,202012
"926285","Brazil","State of Sao Paulo","Itapetininga","desktop","desktop","Globoplay OTT","FBI",884000,202012
"926298","Brazil","State of Rio de Janeiro","Rio de Janeiro","desktop","desktop","Rede Globo","Laços de Família",747000,202012
